Date,target_10
2020-06-04,7.787800000000001
2020-06-08,9.375599999999999
2020-06-09,5.700799999999999
2020-06-10,2.944699999999999
2020-06-11,-0.7301000000000006
2020-06-13,1.7137999999999995
2020-06-15,-1.9610000000000003
2020-06-16,-2.2358000000000002
2020-06-17,-5.9106000000000005
2020-06-18,-7.748
2020-06-22,-5.7041
2020-06-23,-8.4602
2020-06-24,-11.2163
2020-06-27,0.7088999999999999
2020-06-29,-2.0472
2020-06-30,-4.8033
2020-07-01,-4.0968
2020-07-02,-7.771599999999999
2020-07-04,-10.5277
2020-07-06,-16.0399
2020-07-07,-18.796
2020-07-08,-20.633399999999998
2020-07-09,-23.389499999999998
2020-07-13,-22.801699999999997
2020-07-14,-22.657799999999998
2020-07-15,-24.495199999999997
2020-07-16,-28.169999999999998
2020-07-20,-28.7822
2020-07-21,-27.256999999999998
2020-07-22,-30.9318
2020-07-23,-33.6879
2020-07-27,-37.9188
2020-07-28,-40.674899999999994
2020-07-29,-45.26839999999999
2020-07-30,-50.78059999999999
2020-08-03,-33.33669999999999
2020-08-04,-34.5928
2020-08-05,-37.3489
2020-08-06,-40.105000000000004
2020-08-08,-33.673300000000005
2020-08-10,-25.385500000000008
2020-08-11,-25.279000000000007
2020-08-12,-31.709900000000005
2020-08-13,-28.503400000000003
2020-08-17,-30.3408
2020-08-18,-29.1156
2020-08-19,-30.953
2020-08-20,-31.8717
2020-08-24,-35.5465
2020-08-25,-38.6587
2020-08-26,-39.314800000000005
2020-08-27,-33.12700000000001
2020-08-31,-29.10180000000001
2020-09-01,-32.77660000000001
2020-09-02,-33.69530000000001
2020-09-03,-34.61400000000001
2020-09-05,-37.37010000000001
2020-09-08,-38.62620000000001
2020-09-09,-39.10100000000001
2020-09-10,-38.67580000000002
2020-09-14,-42.006700000000016
2020-09-15,-41.100200000000015
2020-09-16,-42.018900000000016
2020-09-17,-47.531100000000016
2020-09-21,-50.42460000000001
2020-09-22,-48.25550000000001
2020-09-23,-51.011600000000016
2020-09-24,-53.023800000000016
2020-09-28,-56.69860000000001
2020-09-29,-58.77340000000001
2020-09-30,-49.76690000000001
2020-10-01,-47.00430000000001
2020-10-03,-49.760400000000004
2020-10-05,-46.135200000000005
2020-10-06,-40.2287
2020-10-07,-39.98480000000001
2020-10-08,-35.17830000000001
2020-10-12,-41.60920000000001
2020-10-13,-40.784000000000006
2020-10-14,-43.54010000000001
2020-10-17,-43.81490000000001
2020-10-19,-46.308400000000006
2020-10-20,-44.28320000000001
2020-10-21,-46.12060000000001
