Date,target_10
2020-06-17,1.6277999999999997
2020-06-20,-0.723100000000001
2020-06-22,3.983399999999999
2020-06-24,-2.167500000000001
2020-06-27,2.2390000000000003
2020-06-29,0.2667999999999999
2020-07-01,8.2159
2020-07-04,2.0649999999999995
2020-07-06,1.3501999999999994
2020-07-08,0.39929999999999954
2020-07-11,-3.651600000000001
2020-07-13,-1.9238000000000017
2020-07-15,0.8465999999999991
2020-07-16,-2.668200000000001
2020-07-18,-5.1617000000000015
2020-07-22,-5.433900000000002
2020-07-23,-6.927400000000002
2020-07-25,-4.442200000000002
2020-07-27,-7.9570000000000025
2020-07-29,-5.329200000000002
2020-07-30,-10.601400000000002
2020-08-01,-14.994900000000001
2020-08-03,-20.2671
2020-08-06,-21.0393
2020-08-08,-26.311500000000002
2020-08-10,-31.541100000000004
2020-08-12,-35.0559
2020-08-13,-35.392
2020-08-15,-37.785500000000006
2020-08-17,-42.17900000000001
2020-08-19,-44.39380000000001
2020-08-20,-47.02990000000001
2020-08-22,-45.72340000000001
2020-08-24,-49.23820000000001
2020-08-26,-49.83170000000001
2020-08-27,-55.10390000000001
2020-08-29,-43.24000000000001
2020-08-31,-47.63350000000001
2020-09-02,-52.027000000000015
2020-09-03,-56.42050000000002
2020-09-05,-61.692700000000016
2020-09-07,-58.30750000000002
2020-09-09,-60.70100000000002
2020-09-10,-59.07320000000002
2020-09-12,-64.34540000000003
2020-09-14,-60.717600000000026
2020-09-16,-51.28980000000003
2020-09-17,-49.08330000000003
2020-09-19,-53.47680000000003
2020-09-21,-56.991600000000034
2020-09-23,-63.142500000000034
2020-09-24,-66.21470000000004
2020-09-26,-72.36560000000003
2020-09-28,-78.51650000000004
2020-09-30,-75.95260000000003
2020-10-01,-77.52480000000003
2020-10-03,-74.46090000000002
2020-10-05,-73.83310000000003
2020-10-07,-75.88400000000003
2020-10-08,-53.49880000000003
2020-10-10,-58.77100000000003
2020-10-12,-63.16450000000003
2020-10-14,-65.80060000000003
2020-10-15,-70.19410000000003
2020-10-17,-70.58760000000004
