Date,target_10
2020-07-16,10.982500000000002
2020-07-17,7.248500000000002
2020-07-18,5.964500000000002
2020-07-19,1.2970000000000015
2020-07-22,-3.370499999999999
2020-07-23,-4.7879999999999985
2020-07-24,-7.588499999999998
2020-07-25,-15.056499999999998
2020-07-26,-16.923499999999997
2020-07-29,-22.524499999999996
2020-07-30,-23.991999999999997
2020-07-31,5.6405000000000065
2020-08-01,0.03950000000000653
2020-08-02,3.8720000000000074
2020-08-05,3.9710000000000063
2020-08-06,2.503500000000007
2020-08-07,-0.29699999999999305
2020-08-08,-2.7144999999999935
2020-08-09,-7.381999999999994
2020-08-12,-2.665999999999995
2020-08-13,-4.3669999999999956
2020-08-14,44.665
2020-08-15,41.064
2020-08-16,47.246
2020-08-19,47.4285
2020-08-20,44.210499999999996
2020-08-21,40.476499999999994
2020-08-22,34.875499999999995
2020-08-23,37.0415
2020-08-26,37.140499999999996
2020-08-27,33.189499999999995
2020-08-28,33.404999999999994
2020-08-29,41.687
2020-08-30,48.686
2020-09-02,47.2515
2020-09-03,42.584
2020-09-04,50.8325
2020-09-05,43.36450000000001
2020-09-06,60.6465
2020-09-07,53.528000000000006
