Date,target_10
2021-01-04,-3.6432999999999995
2021-01-05,-7.486599999999999
2021-01-06,-7.8299
2021-01-07,-10.3732
2021-01-11,-10.716500000000002
2021-01-12,39.1402
2021-01-13,41.4969
2021-01-14,34.7536
2021-01-18,31.1103
2021-01-19,27.767
2021-01-20,37.6237
2021-01-21,29.5804
2021-01-25,31.9371
2021-01-26,23.893800000000002
2021-01-27,22.550500000000003
2021-01-28,27.907200000000007
2021-02-01,26.963900000000006
2021-02-02,26.120600000000007
2021-02-03,26.277300000000004
2021-02-04,20.934000000000005
2021-02-08,12.890700000000006
2021-02-09,15.547400000000003
2021-02-10,16.3104
2021-02-11,17.067100000000003
2021-02-22,29.023800000000005
2021-02-23,73.58680000000001
2021-02-24,77.14980000000001
2021-02-25,74.41280000000002
2021-03-01,69.37580000000003
2021-03-02,97.73880000000003
2021-03-03,93.19550000000002
2021-03-04,85.15220000000002
2021-03-08,91.10890000000002
2021-03-09,84.27190000000002
2021-03-10,92.82860000000002
2021-03-11,94.88530000000003
2021-03-15,92.44200000000004
2021-03-16,93.09870000000004
2021-03-17,87.35540000000003
2021-03-18,85.91210000000004
2021-03-22,76.97510000000004
2021-03-23,70.43810000000005
2021-03-24,80.59480000000005
2021-03-25,78.65150000000006
2021-03-29,72.11450000000005
2021-03-30,70.37750000000005
2021-03-31,68.73420000000006
2021-04-01,67.79090000000005
2021-04-05,99.85390000000005
2021-04-06,105.61690000000006
2021-04-07,97.57360000000006
2021-04-08,89.53030000000005
2021-04-12,83.99330000000006
2021-04-13,92.95630000000006
2021-04-14,93.21930000000006
2021-04-15,
