Date,target_10
2021-01-04,-9.187
2021-01-05,-14.873999999999999
2021-01-06,-24.061
2021-01-11,-15.448000000000002
2021-01-12,-24.635
2021-01-13,-20.022
2021-01-18,-25.508999999999997
2021-01-19,-27.195999999999998
2021-01-20,-1.7829999999999941
2021-01-25,4.930000000000007
2021-01-26,-2.2569999999999935
2021-01-27,3.7560000000000073
2021-02-10,2.3503000000000074
2021-02-15,10.444600000000007
2021-02-16,9.338900000000006
2021-02-17,-0.7667999999999928
2021-02-23,12.74620000000001
2021-02-24,41.84050000000001
2021-03-01,46.45350000000001
2021-03-02,36.347800000000014
2021-03-03,38.44210000000001
2021-03-08,31.85510000000001
2021-03-09,26.049400000000013
2021-03-10,24.562400000000014
2021-03-15,22.375400000000013
2021-03-16,28.988400000000013
2021-03-17,38.382700000000014
2021-03-22,36.195700000000016
2021-03-23,35.19000000000002
2021-03-24,29.50300000000002
2021-03-29,32.29730000000002
2021-03-30,26.89160000000002
2021-03-31,35.68590000000002
2021-04-05,38.79890000000002
2021-04-06,37.79320000000001
2021-04-07,34.90620000000001
2021-04-12,63.719200000000015
2021-04-13,62.81350000000001
2021-04-14,67.90780000000001
