Date,target_10
2021-01-04,-1.8184000000000002
2021-01-05,-5.4368
2021-01-06,-8.1506
2021-01-07,-5.073600000000002
2021-01-08,-6.882800000000001
2021-01-11,-6.092000000000001
2021-01-12,-6.310400000000001
2021-01-13,-7.838000000000002
2021-01-14,-6.670200000000002
2021-01-15,-3.384000000000002
2021-01-18,-7.0024000000000015
2021-01-19,-5.416200000000002
2021-01-20,-8.130000000000003
2021-01-21,-6.743800000000003
2021-01-22,-9.457600000000003
2021-01-26,-9.485200000000003
2021-01-27,-8.703600000000002
2021-01-28,-6.726600000000001
2021-01-29,-9.4404
2021-02-01,-11.4588
2021-02-02,-12.3634
2021-02-03,-13.4818
2021-02-04,-15.7094
2021-02-05,-19.3278
2021-02-08,-23.8508
2021-02-09,-24.6692
2021-02-10,-22.3784
2021-02-11,-23.282999999999998
2021-02-12,-17.2014
2021-02-17,-18.5152
2021-02-18,-18.129
2021-02-19,-19.752000000000002
2021-02-22,-20.6704
2021-02-23,-21.593400000000003
2021-02-24,-25.211800000000004
2021-03-01,-26.325600000000005
2021-03-02,-5.0532000000000075
2021-03-03,-7.7670000000000075
2021-03-04,-8.980800000000007
2021-03-05,-9.199200000000008
2021-03-08,-10.617600000000008
2021-03-09,-7.831400000000008
2021-03-10,-9.640600000000008
2021-03-11,-10.654400000000008
2021-03-12,-11.559000000000008
2021-03-15,-13.368200000000009
2021-03-16,-14.486600000000008
2021-03-17,-13.895800000000008
2021-03-18,-15.705000000000009
2021-03-19,-17.423400000000008
2021-03-22,-19.24180000000001
2021-03-23,-21.81020000000001
2021-03-24,-21.91940000000001
2021-03-25,-12.028600000000012
2021-03-26,-14.74240000000001
2021-03-29,-12.856200000000012
2021-03-31,-13.760800000000012
2021-04-01,-15.479200000000013
2021-04-02,-16.38380000000001
2021-04-05,-19.09760000000001
2021-04-06,-20.00220000000001
2021-04-07,-22.12060000000001
2021-04-08,-22.034400000000012
2021-04-09,-23.843600000000013
2021-04-12,-17.06660000000001
2021-04-13,-21.58960000000001
2021-04-14,-14.71260000000001
2021-04-15,
