Date,target_10
2020-07-03,-1.7873999999999999
2020-07-04,-2.6811
2020-07-05,-5.3622
2020-07-17,-6.2559
2020-07-19,-4.330699999999999
2020-07-24,-6.118099999999999
2020-07-25,-4.711799999999999
2020-07-26,-5.486599999999999
2020-07-31,-9.061399999999999
2020-08-01,-7.548799999999999
2020-08-02,-8.823599999999999
2020-08-07,-5.792099999999999
2020-08-08,-7.579499999999999
2020-08-09,-5.260599999999998
2020-08-14,-6.035399999999998
2020-08-15,-10.491299999999999
2020-08-16,-7.766099999999999
2020-08-21,-10.334599999999998
2020-08-22,-12.209399999999999
2020-08-23,-3.7841999999999985
2020-08-28,-3.2652999999999985
2020-08-29,6.7536000000000005
2020-08-30,6.578800000000001
