Date,target_10
2020-06-02,-2.7209999999999996
2020-06-08,-6.2978
2020-06-09,-5.9746
2020-06-15,-3.8956000000000004
2020-06-16,-7.105
2020-06-22,-9.920200000000001
2020-06-23,-12.441200000000002
2020-06-29,-16.1064
2020-06-30,-22.3658
2020-07-06,-18.5868
2020-07-07,-22.3962
2020-07-13,-17.878800000000002
2020-07-14,-21.694000000000003
2020-07-20,-22.665000000000003
2020-07-21,-20.236
2020-07-27,-23.0954
2020-07-28,-28.4606
2020-08-03,-31.1432
2020-08-04,-29.6642
2020-08-10,-20.785200000000003
2020-08-11,-11.738800000000005
2020-08-17,-17.542400000000004
2020-08-18,-20.490200000000005
2020-08-24,-20.299600000000005
2020-08-25,-18.203200000000006
2020-08-31,-13.974200000000007
2020-09-01,-18.13940000000001
2020-09-07,-10.510400000000008
2020-09-08,-9.119800000000009
2020-09-14,-11.36760000000001
2020-09-15,-10.277000000000012
2020-09-21,-3.142200000000014
2020-09-22,-3.7900000000000142
2020-09-28,3.256399999999985
2020-09-29,8.552799999999987
2020-10-05,3.399199999999987
2020-10-06,-1.7544000000000128
2020-10-12,-5.446400000000013
2020-10-13,3.4057999999999886
