Date,target_10
2020-06-17,1.1639
2020-06-20,3.2064999999999997
2020-06-22,1.4490999999999996
2020-06-24,-0.30830000000000046
2020-06-27,2.7342999999999993
2020-06-29,0.9768999999999992
2020-07-01,-0.7805000000000009
2020-07-04,0.22599999999999842
2020-07-06,-0.7888000000000015
2020-07-08,-1.7397000000000014
2020-07-11,-4.933200000000001
2020-07-13,-10.205400000000001
2020-07-15,-11.962800000000001
2020-07-16,-14.177600000000002
2020-07-18,-6.749800000000002
2020-07-22,13.2993
2020-07-23,13.1058
2020-07-25,10.6549
2020-07-27,7.1400999999999994
2020-07-29,6.867899999999999
2020-07-30,4.295699999999998
2020-08-01,0.7808999999999982
2020-08-03,-2.733900000000002
2020-08-06,-2.627400000000002
2020-08-08,-8.935700000000002
2020-08-10,-7.686600000000004
2020-08-12,-12.958800000000004
2020-08-13,-17.352300000000003
2020-08-15,-14.545800000000003
2020-08-17,-19.818000000000005
2020-08-19,-22.668900000000008
2020-08-20,-12.841100000000008
2020-08-22,-10.613300000000008
2020-08-24,-10.106800000000007
2020-08-26,-14.079000000000008
2020-08-27,-10.62990000000001
2020-08-29,-14.144700000000011
2020-08-31,-17.77430000000001
2020-09-02,-22.525200000000012
2020-09-03,-22.918700000000012
2020-09-05,-23.190900000000013
2020-09-07,-25.105700000000013
2020-09-09,-28.035300000000014
2020-09-10,-26.428800000000013
2020-09-12,-31.858400000000014
2020-09-14,-29.951900000000013
2020-09-16,-35.224100000000014
2020-09-17,-29.553700000000013
2020-09-19,-34.82590000000001
2020-09-21,-34.25550000000001
2020-09-23,-38.649000000000015
2020-09-24,-35.42120000000001
2020-09-26,-29.793400000000013
2020-09-28,-34.186900000000016
2020-09-30,-35.13780000000001
2020-10-01,-38.26740000000001
2020-10-03,-43.99700000000001
2020-10-05,-37.1266
2020-10-07,-38.29880000000001
2020-10-08,-37.571000000000005
2020-10-10,-41.0219
2020-10-12,-48.051500000000004
2020-10-14,-42.2663
2020-10-15,-46.9746
2020-10-17,-41.6616
