Date,target_10,nb_races
2021-01-01,-0.16199999999999992,4.0
2021-01-02,1.9165,7.0
2021-01-03,0.995,10.0
2021-01-06,-1.367,14.0
2021-01-08,57.589999999999996,20.0
2021-01-09,56.406499999999994,27.0
2021-01-10,55.465999999999994,28.0
2021-01-13,58.00399999999999,32.0
2021-01-15,56.24199999999999,36.0
2021-01-16,53.42049999999999,39.0
2021-01-17,56.59899999999999,42.0
2021-01-20,54.93699999999999,46.0
2021-01-22,51.63449999999999,51.0
2021-01-23,48.81299999999999,54.0
2021-01-24,46.93199999999999,56.0
2021-01-27,43.16999999999999,60.0
2021-01-29,41.28899999999999,62.0
2021-01-30,39.40799999999999,64.0
2021-01-31,39.62699999999999,66.0
2021-02-03,38.52449999999999,71.0
2021-02-05,37.58399999999999,72.0
2021-02-06,35.72199999999999,76.0
2021-02-07,31.019499999999987,81.0
2021-02-10,26.316999999999986,86.0
2021-02-12,21.614499999999985,91.0
2021-02-13,30.252499999999984,95.0
2021-02-14,28.371499999999983,97.0
2021-02-19,34.809499999999986,101.0
2021-02-20,36.08799999999999,104.0
2021-02-21,33.266499999999986,107.0
2021-02-24,34.24499999999998,110.0
2021-02-26,33.30449999999998,111.0
2021-02-27,30.94249999999998,115.0
2021-02-28,39.58049999999999,119.0
2021-03-03,50.158999999999985,122.0
2021-03-05,49.218499999999985,123.0
2021-03-06,50.71599999999999,128.0
2021-03-07,46.953999999999986,132.0
2021-03-10,44.132499999999986,135.0
2021-03-12,42.251499999999986,137.0
2021-03-13,40.370499999999986,139.0
2021-03-14,54.12749999999998,145.0
2021-03-17,54.74649999999998,147.0
2021-03-19,58.22499999999998,150.0
2021-03-20,58.40349999999998,153.0
2021-03-21,58.14149999999998,157.0
2021-03-24,70.67949999999998,161.0
2021-03-26,65.97699999999998,166.0
2021-03-27,64.09599999999998,168.0
2021-03-28,74.79349999999998,173.0
2021-04-02,71.97199999999998,176.0
2021-04-03,76.29099999999998,178.0
2021-04-07,77.16949999999999,181.0
2021-04-09,74.34799999999998,184.0
2021-04-10,72.46699999999998,186.0
2021-04-14,80.20499999999998,190.0
