Date,target_10,nb_races
2021-04-02,1.6406,2.0
2021-04-03,-2.4375999999999998,8.0
2021-04-07,-5.226699999999999,11.0
2021-04-08,-8.015799999999999,14.0
2021-04-09,-10.804899999999998,17.0
2021-04-10,-12.664299999999997,19.0
2021-04-11,-5.753399999999998,22.0
2021-04-14,-7.472199999999998,26.0
