Date,target_10,nb_races
2021-01-01,1.2586000000000002,2.0
2021-01-02,-2.6242,6.0
2021-01-03,-5.536300000000001,9.0
2021-01-06,-4.677700000000001,11.0
2021-01-07,-6.6191,13.0
2021-01-08,-7.5312,16.0
2021-01-09,-3.6139999999999994,20.0
2021-01-10,-5.126099999999999,23.0
2021-01-13,-4.467499999999999,25.0
2021-01-14,-6.408899999999999,27.0
2021-01-15,-7.379599999999999,28.0
2021-01-16,-9.321,30.0
2021-01-17,-9.2331,33.0
2021-01-20,-12.1452,36.0
2021-01-21,-13.598700000000001,41.0
2021-01-22,-13.740100000000002,43.0
2021-01-24,-15.681500000000002,45.0
2021-01-27,-13.522900000000002,47.0
2021-01-28,-11.793600000000001,48.0
2021-01-29,-12.764300000000002,49.0
2021-01-30,-18.588500000000003,55.0
2021-01-31,-14.571300000000003,59.0
2021-02-03,-17.724800000000002,64.0
2021-02-04,-13.607600000000001,68.0
2021-02-05,-14.519700000000002,71.0
2021-02-06,-17.431800000000003,74.0
2021-02-07,-19.114600000000003,78.0
2021-02-10,-22.0267,81.0
2021-02-11,-22.997400000000003,82.0
2021-02-12,-26.880200000000002,86.0
2021-02-13,-23.704400000000003,92.0
2021-02-14,-25.857900000000004,97.0
2021-02-17,-14.211400000000003,102.0
2021-02-18,-18.094200000000004,106.0
2021-02-19,-20.035600000000006,108.0
2021-02-20,-21.006300000000007,109.0
2021-02-21,-22.947700000000008,111.0
2021-02-24,-22.05980000000001,114.0
2021-02-25,-17.64260000000001,118.0
2021-02-26,-19.58400000000001,120.0
2021-02-27,-22.49610000000001,123.0
2021-02-28,-2.8203000000000067,129.0
2021-03-03,-4.7617000000000065,131.0
2021-03-04,-3.6152000000000055,136.0
2021-03-05,-3.1273000000000057,139.0
2021-03-06,-3.539400000000006,142.0
2021-03-07,-6.4515000000000065,145.0
2021-03-10,-2.7757000000000067,151.0
2021-03-11,-4.587800000000007,154.0
2021-03-12,16.529399999999995,158.0
2021-03-13,15.517299999999995,161.0
2021-03-14,16.234499999999993,165.0
2021-03-17,13.880999999999993,170.0
2021-03-19,9.998199999999994,174.0
2021-03-20,6.115399999999994,178.0
2021-03-21,17.132599999999993,182.0
2021-03-24,15.049799999999992,186.0
2021-03-25,37.666999999999994,190.0
2021-03-26,38.3963,191.0
2021-03-27,34.51349999999999,195.0
2021-03-28,36.25999999999999,200.0
2021-04-01,35.87719999999999,204.0
2021-04-02,34.623699999999985,209.0
2021-04-03,32.682299999999984,211.0
2021-04-04,32.17019999999998,214.0
2021-04-08,32.71669999999998,219.0
2021-04-09,29.263199999999983,224.0
2021-04-10,29.151099999999982,227.0
2021-04-11,29.85619999999998,234.0
