Date,target_10,nb_races
2021-03-06,0.8002999999999996,3.0
2021-03-07,0.10069999999999946,7.0
2021-03-13,-1.6988000000000008,12.0
2021-03-14,-5.298400000000001,16.0
2021-03-20,-9.797900000000002,21.0
2021-03-21,-12.497600000000002,24.0
2021-03-27,-9.097100000000003,29.0
2021-03-28,-3.696800000000003,32.0
2021-04-03,-5.096400000000003,36.0
2021-04-04,-7.396000000000003,40.0
2021-04-10,-5.7954000000000025,46.0
2021-04-11,-7.595000000000002,50.0
